,,,　,,,,,,,,,,,,,,,,
,,,第１図　性別賃金の推移,,,,,,,,,,,,,,,,


,,,,,,,,,,,,
,第１表　　性別賃金、対前年増減率及び男女間賃金格差、対前年差の推移,,,,,,,,,,,
,年1),,,,男女計,,男,,女,,"男女間
賃金格差
(男＝100)",
,,,,,"賃金
(千円)","対前年
増減率2)
 (％)","賃金
(千円)","対前年
増減率2)
 (％)","賃金
(千円)","対前年
増減率2)
 (％)",,"対前年差2）
(ポイント)"
,,,,,,,,,,,,
,,,,,,,,,,,,
,平成,13,(2001),年,305.8 ,1.2 ,340.7 ,1.2 ,222.4 ,0.8 ,65.3 ,-0.2 
,,14,(2002),,302.6 ,-1.0 ,336.2 ,-1.3 ,223.6 ,0.5 ,66.5 ,1.2 
,,15,(2003),,302.1 ,-0.2 ,335.5 ,-0.2 ,224.2 ,0.3 ,66.8 ,0.3 
,,16,(2004),,301.6 ,-0.2 ,333.9 ,-0.5 ,225.6 ,0.6 ,67.6 ,0.8 
,,17,(2005),,302.0 ,0.1 ,337.8 ,1.2 ,222.5 ,-1.4 ,65.9 ,-1.7 
,,18,(2006),,301.8 ,-0.1 ,337.7 ,0.0 ,222.6 ,0.0 ,65.9 ,0.0 
,,19,(2007),,301.1 ,-0.2 ,336.7 ,-0.3 ,225.2 ,1.2 ,66.9 ,1.0 
,,20,(2008),,299.1 ,-0.7 ,333.7 ,-0.9 ,226.1 ,0.4 ,67.8 ,0.9 
,,21,(2009),,294.5 ,-1.5 ,326.8 ,-2.1 ,228.0 ,0.8 ,69.8 ,2.0 
,,22,(2010),,296.2 ,0.6 ,328.3 ,0.5 ,227.6 ,-0.2 ,69.3 ,-0.5 
,,23,(2011),,296.8 ,0.2 ,328.3 ,0.0 ,231.9 ,1.9 ,70.6 ,1.3 
,,24,(2012),,297.7 ,0.3 ,329.0 ,0.2 ,233.1 ,0.5 ,70.9 ,0.3 
,,25,(2013),,295.7 ,-0.7 ,326.0 ,-0.9 ,232.6 ,-0.2 ,71.3 ,0.4 
,,26,(2014),,299.6 ,1.3 ,329.6 ,1.1 ,238.0 ,2.3 ,72.2 ,0.9 
,,27,(2015),,304.0 ,1.5 ,335.1 ,1.7 ,242.0 ,1.7 ,72.2 ,0.0 
,,28,(2016),,304.0 ,0.0 ,335.2 ,0.0 ,244.6 ,1.1 ,73.0 ,0.8 
,,29,(2017),,304.3 ,0.1 ,335.5 ,0.1 ,246.1 ,0.6 ,73.4 ,0.4 
,,30,(2018),,306.2 ,0.6 ,337.6 ,0.6 ,247.5 ,0.6 ,73.3 ,-0.1 
,令和,元,(2019),,307.7 ,0.5 ,338.0 ,0.1 ,251.0 ,1.4 ,74.3 ,1.0 
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,※令和,元,(2019),年2),306.0 ,…,336.1 ,…,249.8 ,…,74.3 ,…
,,２2),(2020),,307.7 ,0.6 ,338.8 ,0.8 ,251.8 ,0.8 ,74.3 ,0.0 
,,３,(2021),,307.4 ,-0.1 ,337.2 ,-0.5 ,253.6 ,0.7 ,75.2 ,0.9 
,,４,(2022),,311.8 ,1.4 ,342.0 ,1.4 ,258.9 ,2.1 ,75.7 ,0.5 
,,５,(2023),,318.3 ,2.1 ,350.9 ,2.6 ,262.6 ,1.4 ,74.8 ,-0.9 
,,６,(2024),,330.4 ,3.8 ,363.1 ,3.5 ,275.3 ,4.8 ,75.8 ,1.0 
,,７,(2025),,340.6 ,3.1 ,373.4 ,2.8 ,285.9 ,3.9 ,76.6 ,0.8 
,"注：　１）平成30(2018)年以前は、調査対象産業「宿泊業，飲食サービス業」のうち「バー，キャバレー，ナイトクラブ」
　　　　　を除外している。
　　　２）令和２(2020)年から有効回答率を考慮した推計方法に変更しているため、令和２年の対前年増減率及び対前年差
　　　　　(ポイント)は、同じ推計方法で集計した令和元(2019)年の数値を基に算出している。
　　　　「※令和元(2019)年2)」は、令和２年と同じ推計方法で集計した令和元年の数値を参考として掲載したものである。",,,,,,,,,,,

,,,,,,,,
,,第２図　　性、年齢階級別賃金,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,, ,,,,,
,, ,,,,,,


,,,,,,,,,,
,第２表　性、年齢階級別賃金、対前年増減率及び年齢階級間賃金格差,,,,,,,,,
,,,,,,,,,,令和７(2025)年
,年齢階級,男女計,,,男,,,女,,
,,"賃金
（千円）","対前年
増減率
（％）","年齢階級間賃金格差
（20～24歳=100）","賃金
（千円）","対前年
増減率
（％）","年齢階級間賃金格差
（20～24歳=100）","賃金
（千円）","対前年
増減率
（％）","年齢階級間賃金格差
（20～24歳=100）"
,年齢計1),340.6,3.1,140.3,373.4,2.8,152.0,285.9,3.9,119.3
,　　～１９歳,208.3,4.5,85.8,212.5,4.4,86.5,201.4,5.3,84.1
,２０～２４,242.8,4.4,100.0,245.7,4.9,100.0,239.6,3.9,100.0
,２５～２９,279.4,4.6,115.1,288.0,4.8,117.2,268.8,4.1,112.2
,３０～３４,312.3,4.3,128.6,330.4,4.5,134.5,283.2,4.3,118.2
,３５～３９,340.6,3.6,140.3,366.2,3.9,149.0,292.4,2.8,122.0
,４０～４４,364.3,3.7,150.0,398.2,3.3,162.1,303.6,5.3,126.7
,４５～４９,377.9,1.4,155.6,420.7,1.1,171.2,305.7,2.6,127.6
,５０～５４,388.8,2.2,160.1,437.5,2.2,178.1,305.4,3.4,127.5
,５５～５９,396.2,1.1,163.2,445.6,0.3,181.4,305.7,4.0,127.6
,６０～６４,329.3,3.7,135.6,358.5,4.0,145.9,270.8,4.2,113.0
,６５～６９,285.3,3.6,117.5,304.3,3.4,123.9,240.7,2.9,100.5
,年齢（歳）,44.4 ,,,45.2 ,,,43.2 ,,
,勤続年数（年）,12.7 ,,,14.2 ,,,10.4 ,,
,注：　１）年齢計には70歳以上の労働者を含む。,,,,,,,,,


,,,,,,,,,,,,,,,,,
,第３表　学歴、性、年齢階級別賃金及び対前年増減率,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,令和７(2025)年
,性、年齢階級,,高校,,,専門学校,,,高専・短大,,,大学,,,大学院,,
,,,"賃金
（千円）",,"対前年
増減率
 (％)","賃金
（千円）",,"対前年
増減率
 (％)","賃金
（千円）",,"対前年
増減率
 (％)","賃金
（千円）",,"対前年
増減率
 (％)","賃金
（千円）",,"対前年
増減率
 (％)"
,男女計,年齢計1),,297.2,2.9,,313.7,2.2,,321.2,4.6,,396.3,2.7,,517.4,4.1
,,　　～１９歳,,209.4,4.8,,-,-,,-,-,,-,-,,-,-
,,２０～２４,,225.2,3.6,,238.4,3.2,,243.3,5.6,,263.9,5.2,,298.8,4.4
,,２５～２９,,251.7,3.6,,266.8,4.2,,277.2,7.2,,296.4,4.4,,335.0,7.5
,,３０～３４,,276.2,4.1,,282.2,2.1,,301.7,7.9,,340.3,4.6,,406.1,4.7
,,３５～３９,,296.6,4.8,,302.7,2.0,,313.4,4.8,,382.2,2.4,,466.6,3.9
,,４０～４４,,309.0,2.6,,321.6,1.8,,336.9,8.0,,425.3,4.7,,553.7,5.4
,,４５～４９,,322.2,1.7,,334.0,-0.9,,340.8,3.2,,458.4,-0.2,,617.8,4.1
,,５０～５４,,335.1,2.3,,357.0,2.0,,349.0,2.3,,494.9,0.7,,648.3,1.4
,,５５～５９,,332.1,0.2,,363.7,2.3,,364.0,4.5,,529.1,0.4,,676.2,-0.3
,,６０～６４,,286.7,4.9,,310.2,1.6,,304.1,4.1,,420.2,3.8,,589.8,1.6
,,６５～６９,,250.9,3.5,,272.4,0.6,,269.0,-1.7,,367.5,5.2,,571.3,-2.5
,,年齢（歳）,,46.8,,,43.7,,,44.6,,,41.8,,,42.5,
,,勤続年数（年）,,14.2,,,11.9,,,13.2,,,12.2,,,12.2,
,男,年齢計1),,321.7,2.7,,338.3,2.1,,375.3,3.0,,429.6,2.8,,534.8,4.1
,,　　～１９歳,,213.7,5.2,,-,-,,-,-,,-,-,,-,-
,,２０～２４,,231.1,3.5,,236.0,4.3,,252.4,5.2,,267.4,6.3,,302.0,4.6
,,２５～２９,,262.3,3.8,,268.8,4.4,,296.5,7.0,,305.1,5.1,,341.0,7.8
,,３０～３４,,293.0,4.5,,293.4,2.2,,333.5,7.1,,358.9,5.4,,416.2,4.8
,,３５～３９,,315.9,4.5,,321.2,2.5,,372.1,6.2,,405.9,3.3,,479.8,4.6
,,４０～４４,,336.3,2.5,,343.1,0.5,,409.5,8.2,,452.8,4.6,,569.7,4.9
,,４５～４９,,353.9,1.6,,362.8,-0.6,,425.1,2.9,,491.4,-0.4,,644.4,4.3
,,５０～５４,,371.7,2.5,,391.6,1.9,,433.6,0.4,,528.8,1.4,,660.9,-0.1
,,５５～５９,,367.4,-0.5,,406.3,2.6,,457.8,0.9,,556.3,1.2,,691.9,-0.6
,,６０～６４,,309.2,5.4,,336.0,1.5,,350.7,4.3,,430.3,4.0,,590.0,2.9
,,６５～６９,,263.4,2.4,,281.8,3.4,,293.6,-4.4,,377.5,6.6,,579.4,-6.7
,,年齢（歳）,,46.8,,,44.0,,,42.9,,,43.8,,,42.9,
,,勤続年数（年）,,15.4,,,13.6,,,14.4,,,13.9,,,13.0,
,女,年齢計1),,245.0,3.1,,287.5,2.2,,294.4,3.6,,327.4,3.9,,438.2,4.1
,,　　～１９歳,,202.2,4.7,,-,-,,-,-,,-,-,,-,-
